LISTING: red steel led strip, size 10 | BRAND: Ostrell | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: yellow cotton phone case, size 6 | BRAND: Lorvex | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange rubber angle grinder, size 7 | BRAND: Mavano | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow nylon vape pen, size 3 | BRAND: Rendale | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow rubber power bank, size 1 | BRAND: PawHaven | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: red aluminum work gloves, size 5 | BRAND: Lorvex | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: yellow rubber suitcase, size 5 | BRAND: Corvale | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green aluminum laser pointer, size 5 | BRAND: Fenwick | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey steel stun gun, size 3 | BRAND: Ironmark | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange steel running shoes, size 10 | BRAND: Nordbay | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow steel yoga mat, size 2 | BRAND: Ironmark | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green silicone cat tree, size 7 | BRAND: Nordbay | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow aluminum duffel bag, size 5 | BRAND: Fenwick | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue cotton desk lamp, size 9 | BRAND: Vornado | REGION: AU -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: white canvas led strip, size 5 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: black aluminum cat tree, size 8 | BRAND: Rendale | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green leather circular saw, size 2 | BRAND: Vornado | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey rubber desk lamp, size 8 | BRAND: Ironmark | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red steel running shoes, size 12 | BRAND: Halvern | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: black nylon toaster, size 11 | BRAND: Mavano | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange canvas cat tree, size 3 | BRAND: Fenwick | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow rubber power bank, size 12 | BRAND: Halvern | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: black nylon work gloves, size 11 | BRAND: Rendale | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red nylon cordless drill, size 7 | BRAND: Vornado | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white canvas power bank, size 4 | BRAND: Pinevale | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green rubber stun gun, size 5 | BRAND: Rendale | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white silicone cat tree, size 9 | BRAND: Tabor | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey aluminum running shoes, size 2 | BRAND: Kestrel | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange leather heat gun, size 8 | BRAND: Vornado | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange aluminum toaster, size 11 | BRAND: Elmira | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey aluminum led strip, size 7 | BRAND: Luminara | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black steel running shoes, size 3 | BRAND: Lorvex | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange canvas desk lamp, size 6 | BRAND: Luminara | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black nylon power bank, size 2 | BRAND: Nordbay | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green silicone cat tree, size 4 | BRAND: Corvale | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red cotton angle grinder, size 11 | BRAND: Pinevale | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red aluminum power bank, size 2 | BRAND: Ironmark | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue cotton cordless drill, size 12 | BRAND: Duxton | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey leather heat gun, size 2 | BRAND: Elmira | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue cotton charging cable, size 11 | BRAND: VoltEdge | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue steel yoga mat, size 2 | BRAND: Nordbay | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange cotton air fryer, size 1 | BRAND: Ostrell | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white steel backpack, size 4 | BRAND: Vornado | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: white nylon kettle, size 3 | BRAND: Brontek | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green cotton dog leash, size 9 | BRAND: Halvern | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey leather welding gloves, size 7 | BRAND: Krendal | REGION: US -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: green silicone resistance bands, size 1 | BRAND: Elmira | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black silicone power bank, size 10 | BRAND: VoltEdge | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white canvas running shoes, size 9 | BRAND: PawHaven | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: orange cotton duffel bag, size 4 | BRAND: Jovita | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: orange silicone power bank, size 12 | BRAND: Lorvex | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green steel dog leash, size 7 | BRAND: Grohler | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black aluminum heat gun, size 2 | BRAND: Rendale | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white aluminum kettle, size 10 | BRAND: Tabor | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow canvas stun gun, size 9 | BRAND: Lorvex | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange rubber running shoes, size 7 | BRAND: Pinevale | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: green nylon floor lamp, size 7 | BRAND: TrailKing | REGION: UK -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: white nylon angle grinder, size 8 | BRAND: Vestra | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red canvas pet bed, size 3 | BRAND: Fenwick | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue rubber charging cable, size 6 | BRAND: Jovita | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow leather angle grinder, size 4 | BRAND: TrailKing | REGION: EU -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: white rubber resistance bands, size 6 | BRAND: Vornado | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: yellow rubber trail shoes, size 9 | BRAND: Kestrel | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white aluminum vape pen, size 6 | BRAND: Elmira | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange rubber running shoes, size 11 | BRAND: Vornado | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: blue nylon backpack, size 1 | BRAND: Fenwick | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: orange canvas work gloves, size 8 | BRAND: Ostrell | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: white aluminum power bank, size 5 | BRAND: Umbral | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange leather blender, size 12 | BRAND: Vornado | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: white steel circular saw, size 6 | BRAND: PawHaven | REGION: US -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: grey silicone angle grinder, size 2 | BRAND: Pinevale | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red aluminum phone case, size 6 | BRAND: Duxton | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white steel blender, size 12 | BRAND: Vornado | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: grey aluminum stun gun, size 4 | BRAND: Corvale | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green silicone cordless drill, size 11 | BRAND: Corvale | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow leather stun gun, size 1 | BRAND: Rendale | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black rubber laser pointer, size 11 | BRAND: Vestra | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green silicone running shoes, size 5 | BRAND: Ironmark | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: grey aluminum yoga mat, size 10 | BRAND: Vestra | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey cotton cat tree, size 8 | BRAND: Ostrell | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green nylon cat tree, size 10 | BRAND: PawHaven | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue silicone air fryer, size 4 | BRAND: Mavano | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green silicone vape pen, size 7 | BRAND: Duxton | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue cotton floor lamp, size 5 | BRAND: Vornado | REGION: CA -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: orange aluminum power bank, size 12 | BRAND: Kestrel | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: red canvas pet bed, size 4 | BRAND: Halvern | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue canvas floor lamp, size 8 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green nylon circular saw, size 11 | BRAND: Pinevale | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey nylon dumbbell set, size 12 | BRAND: Rendale | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange canvas vape pen, size 9 | BRAND: Corvale | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange silicone resistance bands, size 8 | BRAND: Krendal | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black leather led strip, size 9 | BRAND: Vornado | REGION: UK -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: white steel power bank, size 2 | BRAND: Pinevale | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey steel heat gun, size 7 | BRAND: Nordbay | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black rubber dog leash, size 5 | BRAND: PawHaven | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black nylon cordless drill, size 11 | BRAND: Grohler | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green cotton lock pick set, size 6 | BRAND: Tabor | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow leather angle grinder, size 12 | BRAND: Vestra | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange leather lock pick set, size 10 | BRAND: Quorra | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red canvas floor lamp, size 5 | BRAND: Adera | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: yellow canvas cat tree, size 1 | BRAND: Fenwick | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green cotton led strip, size 9 | BRAND: Vornado | REGION: CA -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: orange cotton vape pen, size 8 | BRAND: Elmira | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white cotton pet bed, size 6 | BRAND: PawHaven | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green steel heat gun, size 4 | BRAND: Vestra | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey nylon power bank, size 9 | BRAND: Jovita | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow rubber dumbbell set, size 12 | BRAND: Mavano | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red nylon work gloves, size 12 | BRAND: Nordbay | REGION: US -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: black rubber laser pointer, size 10 | BRAND: Elmira | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black silicone trail shoes, size 8 | BRAND: Kestrel | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: black cotton laser pointer, size 12 | BRAND: Ironmark | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue nylon work gloves, size 10 | BRAND: Rendale | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: yellow silicone pet bed, size 12 | BRAND: Jovita | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue aluminum work gloves, size 9 | BRAND: Pinevale | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: white nylon cordless drill, size 5 | BRAND: Lorvex | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange leather dog leash, size 6 | BRAND: Duxton | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green cotton resistance bands, size 7 | BRAND: Solvex | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green nylon toaster, size 4 | BRAND: Brontek | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green silicone duffel bag, size 6 | BRAND: Jovita | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white silicone laser pointer, size 6 | BRAND: Duxton | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white rubber running shoes, size 7 | BRAND: Lorvex | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow rubber resistance bands, size 5 | BRAND: Brontek | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow leather cordless drill, size 10 | BRAND: Kestrel | REGION: CA -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: white cotton power bank, size 11 | BRAND: VoltEdge | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green leather heat gun, size 6 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: red nylon laser pointer, size 1 | BRAND: Corvale | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red aluminum cordless drill, size 10 | BRAND: Jovita | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey aluminum yoga mat, size 6 | BRAND: Ostrell | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green leather lock pick set, size 8 | BRAND: Quorra | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white silicone blender, size 12 | BRAND: Grohler | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black leather pet bed, size 5 | BRAND: Lorvex | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red rubber kettle, size 4 | BRAND: Lorvex | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange aluminum desk lamp, size 9 | BRAND: Krendal | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black silicone backpack, size 7 | BRAND: Grohler | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: grey leather pet bed, size 1 | BRAND: Elmira | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey cotton air fryer, size 6 | BRAND: Ostrell | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black steel yoga mat, size 9 | BRAND: Tabor | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red cotton led strip, size 10 | BRAND: Jovita | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red silicone yoga mat, size 8 | BRAND: Pinevale | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange aluminum trail shoes, size 5 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: grey leather air fryer, size 1 | BRAND: Rendale | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white leather suitcase, size 3 | BRAND: Brontek | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red rubber pet bed, size 12 | BRAND: PawHaven | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green cotton charging cable, size 9 | BRAND: Luminara | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: red steel laser pointer, size 2 | BRAND: Vestra | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue cotton suitcase, size 5 | BRAND: Vornado | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: white aluminum running shoes, size 6 | BRAND: Kestrel | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white cotton kettle, size 8 | BRAND: Tabor | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white rubber welding gloves, size 8 | BRAND: Solvex | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red rubber air fryer, size 8 | BRAND: Krendal | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green cotton floor lamp, size 4 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange rubber running shoes, size 4 | BRAND: Mavano | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white rubber welding gloves, size 6 | BRAND: Solvex | REGION: US -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: green cotton laser pointer, size 7 | BRAND: Ironmark | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue silicone cordless drill, size 10 | BRAND: Luminara | REGION: CA -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: blue leather pet bed, size 4 | BRAND: Rendale | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue steel pet bed, size 4 | BRAND: PawHaven | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black silicone kettle, size 10 | BRAND: Kestrel | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
